Mon Nov 13 07:26:03.554 2023 : CtMain::main processing for command=/ c 0 show 
Mon Nov 13 07:26:03.555 2023 : Entering LinuxControllerExplorer::explore 
Mon Nov 13 07:26:03.555 2023 : Entering LinuxControllerExplorer::getCtrlCount
Mon Nov 13 07:26:03.555 2023 : LinuxControllerExplorer::getCtrlCount _hDvr=4 _hDvrSwr =-1
Mon Nov 13 07:26:03.556 2023 : cli_sysfs_scan_for_new_devices: path = /sys/class/scsi_host/host4

Mon Nov 13 07:26:03.556 2023 : cli_get_adapter_map: path = /sys/class/scsi_host/host4/proc_name

Mon Nov 13 07:26:03.556 2023 : cli_get_adapter_map: drvname = ahci


Mon Nov 13 07:26:03.556 2023 : cli_sysfs_scan_for_new_devices: direntry->d_name = host2

Mon Nov 13 07:26:03.556 2023 : cli_sysfs_scan_for_new_devices: path = /sys/class/scsi_host/host2

Mon Nov 13 07:26:03.556 2023 : cli_get_adapter_map: path = /sys/class/scsi_host/host2/proc_name

Mon Nov 13 07:26:03.556 2023 : cli_get_adapter_map: drvname = ahci


Mon Nov 13 07:26:03.556 2023 : cli_sysfs_scan_for_new_devices: direntry->d_name = host17

Mon Nov 13 07:26:03.556 2023 : cli_sysfs_scan_for_new_devices: path = /sys/class/scsi_host/host17

Mon Nov 13 07:26:03.556 2023 : cli_get_adapter_map: path = /sys/class/scsi_host/host17/proc_name

Mon Nov 13 07:26:03.556 2023 : cli_get_adapter_map: drvname = ahci


Mon Nov 13 07:26:03.556 2023 : cli_sysfs_scan_for_new_devices: direntry->d_name = host0

Mon Nov 13 07:26:03.556 2023 : cli_sysfs_scan_for_new_devices: path = /sys/class/scsi_host/host0

Mon Nov 13 07:26:03.556 2023 : cli_get_adapter_map: path = /sys/class/scsi_host/host0/proc_name

Mon Nov 13 07:26:03.556 2023 : cli_get_adapter_map: drvname = megaraid_sas


Mon Nov 13 07:26:03.556 2023 : cli_get_adapter_map: megaraid_sas driver found

Mon Nov 13 07:26:03.556 2023 : cli_get_adapter_map: path = /sys/class/scsi_host/host0/device

Mon Nov 13 07:26:03.556 2023 : cli_get_adapter_map: path /sys/class/scsi_host/host0/device is link
Mon Nov 13 07:26:03.556 2023 : cli_get_adapter_map: devicedir = /sys/devices/pci0000:00/0000:00:03.1/0000:05:00.0/host0

Mon Nov 13 07:26:03.556 2023 : cli_get_adapter_map: host_no = 0

Mon Nov 13 07:26:03.556 2023 : cli_get_adapter_map: domain=0, bus=5 slot=0 func=0

Mon Nov 13 07:26:03.556 2023 : cli_sysfs_scan_for_new_devices:  Exiting rval 0xFFFFFFFF

Mon Nov 13 07:26:03.556 2023 : controller count as per dev node list=1 
Mon Nov 13 07:26:03.556 2023 : LinuxControllerExplorer::explore ctrlCount=1
Mon Nov 13 07:26:03.556 2023 : returning LinuxControllerExplorer::explore ctrlIdListPtr
Mon Nov 13 07:26:03.556 2023 : SlItControllerExplorer::explore - Entering
Mon Nov 13 07:26:03.556 2023 : StorelibItDp::processLibCommand SL request sent
Mon Nov 13 07:26:03.557 2023 : StorelibItDp::processLibCommand SL responded with retcode=0
Mon Nov 13 07:26:03.557 2023 : StorelibItDp::processLibCommand SL request sent
Mon Nov 13 07:26:03.557 2023 : StorelibItDp::processLibCommand SL responded with retcode=0
Mon Nov 13 07:26:03.557 2023 : SlItControllerExplorer::explore - Getting the StoreLIB instance for SAS3.5 IT controller
Mon Nov 13 07:26:03.557 2023 : StorelibItDp::processLibCommand SL request sent
Mon Nov 13 07:26:03.588 2023 : StorelibItDp::processLibCommand SL responded with retcode=0
Mon Nov 13 07:26:03.588 2023 : SlItControllerExplorer::explore - Issuing SL_GET_CTRL_LIST to SLIT
Mon Nov 13 07:26:03.589 2023 : StorelibItDp::processLibCommand SL request sent
Mon Nov 13 07:26:03.589 2023 : StorelibItDp::processLibCommand SL responded with retcode=0
Mon Nov 13 07:26:03.589 2023 : SlItControllerExplorer::explore - Issuing SL_GET_CTRL_LIST to SLIT - retCode:0x0
Mon Nov 13 07:26:03.589 2023 : SlItControllerExplorer::explore - Controller count:1
Mon Nov 13 07:26:03.589 2023 : SlItControllerExplorer::explore - Controller count index:0
Mon Nov 13 07:26:03.589 2023 : SlItControllerExplorer::explore - Issuing SL_GET_PCI_INFO to SLIT
Mon Nov 13 07:26:03.589 2023 : StorelibItDp::processLibCommand SL request sent
Mon Nov 13 07:26:03.589 2023 : StorelibItDp::processLibCommand SL responded with retcode=0
Mon Nov 13 07:26:03.589 2023 : SlItControllerExplorer::explore - Issuing SL_GET_PCI_INFO to SLIT - retCode:0x0
Mon Nov 13 07:26:03.589 2023 : SlItControllerExplorer::explore - Domain:0 Bus:65 device:0 Function:0
Mon Nov 13 07:26:03.589 2023 : SlItControllerExplorer::explore - Issuing SL_GET_CTRL_INFO to SLIT
Mon Nov 13 07:26:03.589 2023 : StorelibItDp::processLibCommand SL request sent
Mon Nov 13 07:26:03.590 2023 : StorelibItDp::processLibCommand SL responded with retcode=0
Mon Nov 13 07:26:03.590 2023 : SlItControllerExplorer::explore - Issuing SL_GET_CTRL_INFO to SLIT - retCode:0x0
Mon Nov 13 07:26:03.590 2023 : SlItControllerExplorer::explore - Adapter is good
Mon Nov 13 07:26:03.590 2023 : LinuxMfiDataProvider::fireIoctl DCMD=1010000 mbox.w[0]=1 mbox.w[1]=0 mbox.w[2]=0
Mon Nov 13 07:26:03.590 2023 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Mon Nov 13 07:26:03.590 2023 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Mon Nov 13 07:26:03.590 2023 : LinuxMfiDataProvider::fireIoctl DCMD=10e8481 mbox.w[0]=0 mbox.w[1]=0 mbox.w[2]=0
Mon Nov 13 07:26:03.590 2023 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Mon Nov 13 07:26:03.590 2023 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Mon Nov 13 07:26:03.591 2023 : initializing the RaidManager Instance 
Mon Nov 13 07:26:03.591 2023 : LinuxMfiDataProvider::fireIoctl DCMD=1010000 mbox.w[0]=1 mbox.w[1]=0 mbox.w[2]=0
Mon Nov 13 07:26:03.592 2023 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Mon Nov 13 07:26:03.592 2023 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Mon Nov 13 07:26:03.592 2023 : Entering RmDataMfi::initialize
Mon Nov 13 07:26:03.592 2023 : Entering RmDataMfi::getPdList
Mon Nov 13 07:26:03.592 2023 : Entering MfiData::getMrPdList
Mon Nov 13 07:26:03.592 2023 : LinuxMfiDataProvider::fireIoctl DCMD=2010000 mbox.w[0]=0 mbox.w[1]=0 mbox.w[2]=0
Mon Nov 13 07:26:03.592 2023 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Mon Nov 13 07:26:03.592 2023 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Mon Nov 13 07:26:03.592 2023 : LinuxMfiDataProvider::fireIoctl DCMD=2010000 mbox.w[0]=0 mbox.w[1]=0 mbox.w[2]=0
Mon Nov 13 07:26:03.592 2023 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Mon Nov 13 07:26:03.592 2023 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Mon Nov 13 07:26:03.592 2023 : Exiting MfiData::getMrPdList, PD count = 9
Mon Nov 13 07:26:03.592 2023 : Entering RmDataMfi::createPd
Mon Nov 13 07:26:03.592 2023 : Exiting RmDataMfi::createPd
Mon Nov 13 07:26:03.592 2023 : Entering RmDataMfi::createPd
Mon Nov 13 07:26:03.592 2023 : Exiting RmDataMfi::createPd
Mon Nov 13 07:26:03.592 2023 : Entering RmDataMfi::createPd
Mon Nov 13 07:26:03.592 2023 : Exiting RmDataMfi::createPd
Mon Nov 13 07:26:03.592 2023 : Entering RmDataMfi::createPd
Mon Nov 13 07:26:03.592 2023 : Exiting RmDataMfi::createPd
Mon Nov 13 07:26:03.592 2023 : Entering RmDataMfi::createPd
Mon Nov 13 07:26:03.592 2023 : Exiting RmDataMfi::createPd
Mon Nov 13 07:26:03.592 2023 : Entering RmDataMfi::createPd
Mon Nov 13 07:26:03.592 2023 : Exiting RmDataMfi::createPd
Mon Nov 13 07:26:03.592 2023 : Entering RmDataMfi::createPd
Mon Nov 13 07:26:03.592 2023 : Exiting RmDataMfi::createPd
Mon Nov 13 07:26:03.592 2023 : Entering RmDataMfi::createPd
Mon Nov 13 07:26:03.592 2023 : Exiting RmDataMfi::createPd
Mon Nov 13 07:26:03.592 2023 : Entering RmDataMfi::createPd
Mon Nov 13 07:26:03.592 2023 : Exiting RmDataMfi::createPd
Mon Nov 13 07:26:03.592 2023 : Exiting RmDataMfi::getPdList
Mon Nov 13 07:26:03.592 2023 : Exiting RmDataMfi::initialize
Mon Nov 13 07:26:03.592 2023 : Exiting RmDataMfi::initialize
Mon Nov 13 07:26:03.592 2023 : Entering RmDataMfi::createAdapter
Mon Nov 13 07:26:03.592 2023 : Exiting RmDataMfi::createAdapter
Mon Nov 13 07:26:03.592 2023 : Entering RmDataMfi::getUncfgPdList
Mon Nov 13 07:26:03.592 2023 : Entering MfiData::getMrPdList
Mon Nov 13 07:26:03.592 2023 : Entering MfiData::getMrCfgData
Mon Nov 13 07:26:03.592 2023 : Entering AdapterDataMfi::isSupportMrArrayExt
Mon Nov 13 07:26:03.592 2023 : Entering AdapterDataMfi::getCtlrInfo
Mon Nov 13 07:26:03.592 2023 : LinuxMfiDataProvider::fireIoctl DCMD=1010000 mbox.w[0]=1 mbox.w[1]=0 mbox.w[2]=0
Mon Nov 13 07:26:03.592 2023 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Mon Nov 13 07:26:03.592 2023 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Mon Nov 13 07:26:03.592 2023 : Exiting AdapterDataMfi::getCtlrInfo retCode = 0
Mon Nov 13 07:26:03.592 2023 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Mon Nov 13 07:26:03.592 2023 : LinuxMfiDataProvider::fireIoctl DCMD=4010000 mbox.w[0]=1 mbox.w[1]=0 mbox.w[2]=0
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl DCMD=4010000 mbox.w[0]=1 mbox.w[1]=0 mbox.w[2]=0
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Mon Nov 13 07:26:03.593 2023 : Logical drive count = 1, Spare count = 0
Mon Nov 13 07:26:03.593 2023 : Exiting MfiData::getMrCfgData 
Mon Nov 13 07:26:03.593 2023 : Entering RmDataMfi::getUncfgPdList- getMrCfgData - retCode:0
Mon Nov 13 07:26:03.593 2023 : Entering AdapterDataMfi::isSupportMrArrayExt
Mon Nov 13 07:26:03.593 2023 : Entering AdapterDataMfi::getCtlrInfo
Mon Nov 13 07:26:03.593 2023 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Mon Nov 13 07:26:03.593 2023 : Exiting RmDataMfi::getUncfgPdList
Mon Nov 13 07:26:03.593 2023 : Entering RmDataMfi::getSystemPdList
Mon Nov 13 07:26:03.593 2023 : Entering MfiData::getMrSystemPdList
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl DCMD=2010100 mbox.w[0]=0 mbox.w[1]=0 mbox.w[2]=0
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl DCMD=2010100 mbox.w[0]=0 mbox.w[1]=0 mbox.w[2]=0
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Mon Nov 13 07:26:03.593 2023 : Exiting MfiData::getMrSystemPdList PD count = 9,  retCode = 0
Mon Nov 13 07:26:03.593 2023 : RmDataMfi::getSystemPdList slotNumber= 0, deviceId=10
Mon Nov 13 07:26:03.593 2023 : Entering RmDataMfi::getPd using deviceId
Mon Nov 13 07:26:03.593 2023 : Entering RmDataMfi::searchPd using deviceId
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=a mbox.w[1]=0 mbox.w[2]=0
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Mon Nov 13 07:26:03.593 2023 : Drive deviceID=10 (PdDataMfi::getMrPdInfo) retCode=0
Mon Nov 13 07:26:03.593 2023 : Exiting RmDataMfi::searchPd using deviceId
Mon Nov 13 07:26:03.593 2023 : Exiting RmDataMfi::getPd using deviceId
Mon Nov 13 07:26:03.593 2023 : Drive deviceID=10 (PdDataMfi::getFwState) value=24
Mon Nov 13 07:26:03.593 2023 : RmDataMfi::getSystemPdList slotNumber= 1, deviceId=11
Mon Nov 13 07:26:03.593 2023 : Entering RmDataMfi::getPd using deviceId
Mon Nov 13 07:26:03.593 2023 : Entering RmDataMfi::searchPd using deviceId
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=b mbox.w[1]=0 mbox.w[2]=0
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Mon Nov 13 07:26:03.593 2023 : Drive deviceID=11 (PdDataMfi::getMrPdInfo) retCode=0
Mon Nov 13 07:26:03.593 2023 : Exiting RmDataMfi::searchPd using deviceId
Mon Nov 13 07:26:03.593 2023 : Exiting RmDataMfi::getPd using deviceId
Mon Nov 13 07:26:03.593 2023 : Drive deviceID=11 (PdDataMfi::getFwState) value=24
Mon Nov 13 07:26:03.593 2023 : RmDataMfi::getSystemPdList slotNumber= 3, deviceId=16
Mon Nov 13 07:26:03.593 2023 : Entering RmDataMfi::getPd using deviceId
Mon Nov 13 07:26:03.593 2023 : Entering RmDataMfi::searchPd using deviceId
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=10 mbox.w[1]=0 mbox.w[2]=0
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Mon Nov 13 07:26:03.593 2023 : Drive deviceID=16 (PdDataMfi::getMrPdInfo) retCode=0
Mon Nov 13 07:26:03.593 2023 : Exiting RmDataMfi::searchPd using deviceId
Mon Nov 13 07:26:03.593 2023 : Exiting RmDataMfi::getPd using deviceId
Mon Nov 13 07:26:03.593 2023 : Drive deviceID=16 (PdDataMfi::getFwState) value=24
Mon Nov 13 07:26:03.593 2023 : RmDataMfi::getSystemPdList slotNumber= 7, deviceId=17
Mon Nov 13 07:26:03.593 2023 : Entering RmDataMfi::getPd using deviceId
Mon Nov 13 07:26:03.593 2023 : Entering RmDataMfi::searchPd using deviceId
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=11 mbox.w[1]=0 mbox.w[2]=0
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Mon Nov 13 07:26:03.593 2023 : Drive deviceID=17 (PdDataMfi::getMrPdInfo) retCode=0
Mon Nov 13 07:26:03.593 2023 : Exiting RmDataMfi::searchPd using deviceId
Mon Nov 13 07:26:03.593 2023 : Exiting RmDataMfi::getPd using deviceId
Mon Nov 13 07:26:03.593 2023 : Drive deviceID=17 (PdDataMfi::getFwState) value=24
Mon Nov 13 07:26:03.593 2023 : RmDataMfi::getSystemPdList slotNumber= 2, deviceId=18
Mon Nov 13 07:26:03.593 2023 : Entering RmDataMfi::getPd using deviceId
Mon Nov 13 07:26:03.593 2023 : Entering RmDataMfi::searchPd using deviceId
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=12 mbox.w[1]=0 mbox.w[2]=0
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Mon Nov 13 07:26:03.593 2023 : Drive deviceID=18 (PdDataMfi::getMrPdInfo) retCode=0
Mon Nov 13 07:26:03.593 2023 : Exiting RmDataMfi::searchPd using deviceId
Mon Nov 13 07:26:03.593 2023 : Exiting RmDataMfi::getPd using deviceId
Mon Nov 13 07:26:03.593 2023 : Drive deviceID=18 (PdDataMfi::getFwState) value=24
Mon Nov 13 07:26:03.593 2023 : RmDataMfi::getSystemPdList slotNumber= 6, deviceId=19
Mon Nov 13 07:26:03.593 2023 : Entering RmDataMfi::getPd using deviceId
Mon Nov 13 07:26:03.593 2023 : Entering RmDataMfi::searchPd using deviceId
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=13 mbox.w[1]=0 mbox.w[2]=0
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Mon Nov 13 07:26:03.593 2023 : Drive deviceID=19 (PdDataMfi::getMrPdInfo) retCode=0
Mon Nov 13 07:26:03.593 2023 : Exiting RmDataMfi::searchPd using deviceId
Mon Nov 13 07:26:03.593 2023 : Exiting RmDataMfi::getPd using deviceId
Mon Nov 13 07:26:03.593 2023 : Drive deviceID=19 (PdDataMfi::getFwState) value=24
Mon Nov 13 07:26:03.593 2023 : RmDataMfi::getSystemPdList slotNumber= 4, deviceId=20
Mon Nov 13 07:26:03.593 2023 : Entering RmDataMfi::getPd using deviceId
Mon Nov 13 07:26:03.593 2023 : Entering RmDataMfi::searchPd using deviceId
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=14 mbox.w[1]=0 mbox.w[2]=0
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Mon Nov 13 07:26:03.593 2023 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Mon Nov 13 07:26:03.593 2023 : Drive deviceID=20 (PdDataMfi::getMrPdInfo) retCode=0
Mon Nov 13 07:26:03.593 2023 : Exiting RmDataMfi::searchPd using deviceId
Mon Nov 13 07:26:03.593 2023 : Exiting RmDataMfi::getPd using deviceId
Mon Nov 13 07:26:03.593 2023 : Drive deviceID=20 (PdDataMfi::getFwState) value=24
Mon Nov 13 07:26:03.593 2023 : RmDataMfi::getSystemPdList slotNumber= 5, deviceId=21
Mon Nov 13 07:26:03.594 2023 : Entering RmDataMfi::getPd using deviceId
Mon Nov 13 07:26:03.594 2023 : Entering RmDataMfi::searchPd using deviceId
Mon Nov 13 07:26:03.594 2023 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=15 mbox.w[1]=0 mbox.w[2]=0
Mon Nov 13 07:26:03.594 2023 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Mon Nov 13 07:26:03.594 2023 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=19
Mon Nov 13 07:26:03.594 2023 : Drive deviceID=21 (PdDataMfi::getMrPdInfo) retCode=0
Mon Nov 13 07:26:03.594 2023 : Exiting RmDataMfi::searchPd using deviceId
Mon Nov 13 07:26:03.594 2023 : Exiting RmDataMfi::getPd using deviceId
Mon Nov 13 07:26:03.594 2023 : Drive deviceID=21 (PdDataMfi::getFwState) value=24
Mon Nov 13 07:26:03.594 2023 : RmDataMfi::getSystemPdList slotNumber= 255, deviceId=252
Mon Nov 13 07:26:03.594 2023 : Entering RmDataMfi::getPd using deviceId
Mon Nov 13 07:26:03.594 2023 : Entering RmDataMfi::searchPd using deviceId
Mon Nov 13 07:26:03.594 2023 : LinuxMfiDataProvider::fireIoctl DCMD=2020000 mbox.w[0]=fc mbox.w[1]=0 mbox.w[2]=0
Mon Nov 13 07:26:03.594 2023 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
